Time:128Hz,Epoch,AF3,Event Id,Event Date,Event Duration
405.0703125000,1620,4103.3334960938,,,
405.0781250000,1620,4106.6665039063,,,
405.0859375000,1620,4105.8974609375,,,
405.0937500000,1620,4101.9228515625,,,
405.1015625000,1620,4098.8461914063,,,
405.1093750000,1620,4100.1284179688,,,
405.1171875000,1620,4104.7436523438,,,
405.1250000000,1620,4108.4614257813,,,
405.1328125000,1620,4107.3076171875,,,
405.1406250000,1620,4101.5385742188,,,
405.1484375000,1620,4096.0258789063,,,
405.1562500000,1620,4095.8974609375,,,
405.1640625000,1620,4101.2822265625,,,
405.1718750000,1620,4106.9228515625,,,
405.1796875000,1620,4107.5639648438,,,
405.1875000000,1620,4103.5898437500,,,
405.1953125000,1620,4100.1284179688,,,
405.2031250000,1620,4100.7690429688,,,
405.2109375000,1620,4103.8461914063,,,
405.2187500000,1620,4105.0000000000,,,
405.2265625000,1620,4102.9487304688,,,
405.2343750000,1620,4100.0000000000,,,
405.2421875000,1620,4099.6152343750,,,
405.2500000000,1621,4101.9228515625,,,
405.2578125000,1621,4103.9741210938,,,
405.2656250000,1621,4103.8461914063,,,
405.2734375000,1621,4101.9228515625,,,
405.2812500000,1621,4100.0000000000,,,
405.2890625000,1621,4099.6152343750,,,
405.2968750000,1621,4100.7690429688,33024,405.2998046875,0.0000000000
405.3046875000,1621,4102.9487304688,,,
405.3125000000,1621,4104.6152343750,,,
405.3203125000,1621,4104.6152343750,,,
405.3281250000,1621,4102.5639648438,,,
405.3359375000,1621,4100.5126953125,,,
405.3437500000,1621,4100.1284179688,,,
405.3515625000,1621,4101.2822265625,,,
405.3593750000,1621,4101.9228515625,,,
405.3671875000,1621,4100.8974609375,,,
405.3750000000,1621,4099.3588867188,,,
405.3828125000,1621,4099.1025390625,,,
405.3906250000,1621,4100.6411132813,,,
405.3984375000,1621,4102.3076171875,,,
405.4062500000,1621,4102.4360351563,,,
405.4140625000,1621,4100.8974609375,,,
405.4218750000,1621,4099.4873046875,,,
405.4296875000,1621,4099.3588867188,,,
405.4375000000,1621,4099.8715820313,,,
405.4453125000,1621,4100.3847656250,,,
405.4531250000,1621,4101.0258789063,,,
405.4609375000,1621,4102.4360351563,,,
405.4687500000,1621,4104.1025390625,,,
405.4765625000,1621,4104.2309570313,,,
405.4843750000,1621,4102.3076171875,,,
405.4921875000,1621,4100.2563476563,,,
405.5000000000,1622,4099.8715820313,,,
405.5078125000,1622,4101.5385742188,,,
405.5156250000,1622,4102.8203125000,,,
405.5234375000,1622,4102.0512695313,,,
405.5312500000,1622,4100.2563476563,,,
405.5390625000,1622,4099.7436523438,,,
405.5468750000,1622,4101.1538085938,,,
405.5546875000,1622,4102.6923828125,,,
405.5625000000,1622,4102.5639648438,,,
405.5703125000,1622,4101.6665039063,,,
405.5781250000,1622,4102.0512695313,,,
405.5859375000,1622,4104.3588867188,,,
405.5937500000,1622,4106.2822265625,33024,405.5996093750,0.0000000000
405.6015625000,1622,4105.7690429688,,,
405.6093750000,1622,4103.3334960938,,,
405.6171875000,1622,4101.5385742188,,,
405.6250000000,1622,4101.7949218750,,,
405.6328125000,1622,4102.5639648438,,,
405.6406250000,1622,4102.1796875000,,,
405.6484375000,1622,4100.6411132813,,,
405.6562500000,1622,4100.0000000000,,,
405.6640625000,1622,4101.1538085938,,,
405.6718750000,1622,4102.8203125000,,,
405.6796875000,1622,4103.3334960938,,,
405.6875000000,1622,4102.3076171875,,,
405.6953125000,1622,4101.5385742188,,,
405.7031250000,1622,4101.7949218750,,,
405.7109375000,1622,4102.3076171875,,,
405.7187500000,1622,4102.0512695313,,,
405.7265625000,1622,4101.4101562500,,,
405.7343750000,1622,4101.6665039063,,,
405.7421875000,1622,4102.4360351563,,,
405.7500000000,1623,4102.4360351563,,,
405.7578125000,1623,4100.2563476563,,,
405.7656250000,1623,4097.4360351563,,,
405.7734375000,1623,4096.9228515625,,,
405.7812500000,1623,4099.3588867188,,,
405.7890625000,1623,4102.6923828125,,,
405.7968750000,1623,4103.5898437500,,,
405.8046875000,1623,4101.9228515625,,,
405.8125000000,1623,4100.2563476563,,,
405.8203125000,1623,4100.6411132813,,,
405.8281250000,1623,4102.6923828125,,,
405.8359375000,1623,4103.7177734375,,,
405.8437500000,1623,4103.0771484375,,,
405.8515625000,1623,4102.1796875000,,,
405.8593750000,1623,4102.5639648438,,,
405.8671875000,1623,4103.8461914063,,,
405.8750000000,1623,4103.9741210938,,,
405.8828125000,1623,4101.7949218750,,,
405.8906250000,1623,4099.4873046875,,,
405.8984375000,1623,4099.3588867188,33024,405.8994140625,0.0000000000
405.9062500000,1623,4101.7949218750,,,
405.9140625000,1623,4104.3588867188,,,
405.9218750000,1623,4105.1284179688,,,
405.9296875000,1623,4104.2309570313,,,
405.9375000000,1623,4103.0771484375,,,
405.9453125000,1623,4102.3076171875,,,
405.9531250000,1623,4101.0258789063,,,
405.9609375000,1623,4099.4873046875,,,
405.9687500000,1623,4098.9741210938,,,
405.9765625000,1623,4100.8974609375,,,
405.9843750000,1623,4103.8461914063,,,
405.9921875000,1623,4105.2563476563,,,
406.0000000000,1624,4104.1025390625,,,
406.0078125000,1624,4102.1796875000,,,
406.0156250000,1624,4101.6665039063,,,
406.0234375000,1624,4102.8203125000,,,
406.0312500000,1624,4103.5898437500,,,
406.0390625000,1624,4102.9487304688,,,
406.0468750000,1624,4101.9228515625,,,
406.0546875000,1624,4101.7949218750,,,
406.0625000000,1624,4102.4360351563,,,
406.0703125000,1624,4102.3076171875,,,
406.0781250000,1624,4100.7690429688,,,
406.0859375000,1624,4099.6152343750,,,
406.0937500000,1624,4100.6411132813,,,
406.1015625000,1624,4102.9487304688,,,
406.1093750000,1624,4103.9741210938,,,
406.1171875000,1624,4102.4360351563,,,
406.1250000000,1624,4099.8715820313,,,
406.1328125000,1624,4099.2309570313,,,
406.1406250000,1624,4100.7690429688,,,
406.1484375000,1624,4102.4360351563,,,
406.1562500000,1624,4102.0512695313,,,
406.1640625000,1624,4100.2563476563,,,
406.1718750000,1624,4099.2309570313,,,
406.1796875000,1624,4100.6411132813,,,
406.1875000000,1624,4103.0771484375,,,
406.1953125000,1624,4103.8461914063,33024,406.1992187500,0.0000000000
406.2031250000,1624,4102.3076171875,,,
406.2109375000,1624,4100.1284179688,,,
406.2187500000,1624,4099.4873046875,,,
406.2265625000,1624,4100.5126953125,,,
406.2343750000,1624,4101.9228515625,,,
406.2421875000,1624,4102.9487304688,,,
406.2500000000,1625,4103.5898437500,,,
406.2578125000,1625,4103.8461914063,,,
406.2656250000,1625,4103.2050781250,,,
406.2734375000,1625,4101.7949218750,,,
406.2812500000,1625,4101.0258789063,,,
406.2890625000,1625,4102.5639648438,,,
406.2968750000,1625,4105.7690429688,,,
406.3046875000,1625,4107.6923828125,,,
406.3125000000,1625,4105.8974609375,,,
406.3203125000,1625,4101.9228515625,,,
406.3281250000,1625,4099.3588867188,,,
406.3359375000,1625,4100.2563476563,,,
406.3437500000,1625,4102.8203125000,,,
406.3515625000,1625,4103.9741210938,,,
406.3593750000,1625,4102.5639648438,,,
406.3671875000,1625,4101.0258789063,,,
406.3750000000,1625,4101.1538085938,,,
406.3828125000,1625,4102.5639648438,,,
406.3906250000,1625,4103.3334960938,,,
406.3984375000,1625,4102.5639648438,,,
406.4062500000,1625,4101.4101562500,,,
406.4140625000,1625,4101.4101562500,,,
406.4218750000,1625,4102.1796875000,,,
406.4296875000,1625,4102.3076171875,,,
406.4375000000,1625,4101.5385742188,,,
406.4453125000,1625,4101.0258789063,,,
406.4531250000,1625,4101.9228515625,,,
406.4609375000,1625,4103.2050781250,,,
406.4687500000,1625,4102.6923828125,,,
406.4765625000,1625,4100.1284179688,,,
406.4843750000,1625,4098.0771484375,,,
406.4921875000,1625,4099.1025390625,33024,406.4990234375,0.0000000000
406.5000000000,1626,4102.4360351563,,,
406.5078125000,1626,4105.2563476563,,,
406.5156250000,1626,4105.1284179688,,,
406.5234375000,1626,4103.0771484375,,,
406.5312500000,1626,4101.5385742188,,,
